"Fiscal Year",Employer,"Initial Approval","Initial Denial","Continuing Approval","Continuing Denial",NAICS,"Tax ID",State,City,ZIP
2022,"ASPEN DENTAL ASSOC HUDSON VALLEY",1,0,0,0,62,5995,NY,SCHENECTADY,12303
2022,"ASPEN DENTAL ASSOCS OF NEPA PLLC",1,0,1,0,62,6915,PA,COOPERSBURG,18036
2022,"ASPEN DENTAL MANAGEMENT INC",0,0,7,0,54,5491,NY,"EAST SYRACUSE",13057
2022,"ASPEN SURGICAL PRODUCTS INC",0,0,1,0,33,8946,MI,CALEDONIA,49316
2022,"ASPEN TECHNOLOGY INC",1,0,1,0,54,9697,MA,BEDFORD,01730
2022,"ASPHALT PROFESSIONALS INC",1,0,0,0,54,3121,CA,"THOUSAND OAKS",91320
2022,"ASPHALT TESTING SOLNS & ENGRG LLC",0,0,1,0,32,7581,FL,JACKSONVILLE,32256
2022,"ASPIRA INC OF PENNSYLVANIA",0,0,1,0,61,2664,PA,PHILADELPHIA,19140
2022,"ASPIRANTSPRO IT SOLUTIONS LLC",0,0,1,0,54,1505,FL,JACKSONVILLE,32216
2022,"ASPIRATION PARTNERS INC",0,0,5,0,52,9122,CA,"MARINA DEL REY",90292
2022,"ASPIRE IT EXPERTS SOLUTIONS LLC",0,0,1,0,54,0474,VA,"GLEN ALLEN",23059
2022,"ASPIRE PATHWAY LLC",0,0,0,1,61,5258,PA,PITTSBURGH,15206
2022,"ASPIRE SYSTEMS CONSULTING INC",3,0,3,0,54,1462,IL,"OAK BROOK",60523
2022,"ASPIRE SYSTEMS INC",4,0,1,0,54,2086,IL,"OAK BROOK",60523
2022,"ASPIREIQ INC",0,0,1,0,54,9289,CO,DENVER,80202
2022,"ASPIRENT CONSULTING LLC",1,0,1,0,54,9297,GA,ATLANTA,30328
2022,"ASPIRING UNIVERSE CORPORATION",1,0,0,0,99,3022,IL,CHAMPAIGN,61820
2022,"ASPIRUS MED GRP INC F/K/A ASPIRUS",0,0,0,1,62,0223,WI,WAUSAU,54401
2022,"ASPRA WORLD INC",1,0,0,0,33,1523,MI,WARREN,48089
2022,"ASR DATA SOLUTIONS LLC",2,1,0,0,54,1018,TX,PLANO,75024
2022,"ASR TECH GROUP INC",2,0,0,0,54,3330,VA,MCLEAN,22102
2022,"ASRC FEDERAL HIGHLAND TECHNOLOGIES",0,0,1,0,54,4524,MD,BELTSVILLE,20705
2022,"ASRT INCORPORATED",0,0,2,0,54,3440,GA,SMYRNA,30080
2022,"ASSETGUARDES FINANCIAL SVCS INC",1,0,0,0,52,1407,GA,SMYRNA,30082
2022,"ASSETWORKS INC",0,0,1,0,56,1049,PA,PITTSBURGH,15220
2022,"ASSIGN CORP",0,0,1,0,54,4862,CA,GLENDALE,91206
2022,"ASSIGNAR INC",0,0,1,0,51,7459,CO,DENVER,80202
2022,"ASSISTED REHAB INCORPORATED",0,0,1,0,62,2216,MD,BALTIMORE,21218
2022,"ASSISTRX INC",0,0,2,0,54,0078,FL,ORLANDO,32839
2022,"ASSN OF AMERICAN MED COLLEGES",0,0,1,0,81,9124,DC,WASHINGTON,20001
2022,"ASSOC FOR ENERGY AFFORDABILITY INC",0,0,1,0,54,4285,NY,BRONX,10454
2022,"ASSOC OF CHRISTIAN SCHOOLS INTL",1,0,0,0,61,2567,CO,"COLORADO SPRINGS",80920
2022,"ASSOCIATED PHYSICIANS OF HARVARD M",0,0,4,0,62,8309,MA,WOBURN,01801
2022,"ASSOCIATED PRESS",0,0,1,0,99,2880,NY,"NEW YORK",10281
2022,"ASSOCIATED PRO REHABILITATION SERV",1,0,0,0,62,7113,MD,LAUREL,20708
2022,"ASSOCIATION OF SURFING PROFESSIONA",1,0,0,0,81,3105,CA,"SANTA MONICA",90405
2022,"ASSURANT TECHNOLOGY GROUP INC",1,0,0,0,54,8936,OH,DUBLIN,43017
2022,"ASSURE ESERVICES INC",1,0,0,0,54,3967,MA,BURLINGTON,01803
2022,"ASSURECARE LLC",1,0,6,0,54,2345,OH,CINCINNATI,45202
2022,"ASSURED FLOW SOLUTIONS LLC",0,0,1,0,54,2211,TX,"SUGAR LAND",77479
2022,"ASSURED INVESTMENT MANAGEMENT LLC",0,0,1,0,52,3875,NY,"NEW YORK",10019
2022,"ASSYST INC",0,0,2,0,54,3763,VA,STERLING,20166
2022,"AST GLOBAL INC",1,0,0,0,54,8305,TN,MEMPHIS,38125
2022,"ASTA CRS INC",4,0,2,1,54,5230,VA,ASHBURN,20147
2022,"ASTATECH INC",1,0,0,0,32,2355,PA,BRISTOL,19007
2022,"ASTEK SOLUTIONS INC",2,0,0,0,54,5293,TX,IRVING,75038
2022,"ASTELLAS PHARMA GLOBAL DEVELOPMENT",0,0,1,0,99,4819,IL,NORTHBROOK,60062
2022,"ASTELLAS PHARMA US INC",0,0,1,0,54,8027,IL,NORTHBROOK,60062
2022,"ASTELLAS US LLC",0,0,2,0,99,6638,IL,NORTHBROOK,60062
2022,"ASTERA LABS INC",0,0,3,0,33,7062,CA,"SANTA CLARA",95054
2022,"ASTIR IT SOLUTIONS INC",3,0,0,0,54,3796,NJ,"S PLAINFIELD",07080
2022,"ASTIR IT SOLUTIONS INC",1,0,11,0,54,3796,NJ,"SOUTH PLAINFIELD",07080
2022,"ASTIR SERVICES LLC",1,0,5,0,54,7217,NJ,"SOUTH PLAINFIELD",07080
2022,"ASTOR & SANDERS CORPORATION",0,0,2,0,54,5248,MD,ROCKVILLE,20850
2022,"ASTRA GROUP LLC",0,0,1,0,99,9418,GA,WOODSTOCK,30188
2022,"ASTRAL HEALTH & BEAUTY INC",0,0,1,0,42,6003,GA,ATLANTA,30339
2022,"ASTRATA INC",1,0,0,0,62,4493,PA,PITTSBURGH,15206
2022,"ASTRAZENECA PHARMACEUTICALS LP",4,0,12,0,32,7016,MD,GAITHERSBURG,20878
2022,"ASTRE CONSULTING SERVICES INC",0,0,1,0,54,1739,VA,"MC LEAN",22102
2022,"ASTREYA PARTNERS LLC",0,0,1,0,54,0107,CA,"SAN JOSE",95110
2022,"ASTRIX TECHNOLOGY LLC",0,0,1,0,54,0159,NJ,"RED BANK",07701
2022,"ASTRONOMER INC",0,0,1,0,54,8055,OH,CINCINNATI,45202
2022,"ASTUTE BUSINESS SOLUTIONS",0,0,2,0,54,7823,CA,DUBLIN,94568
2022,"ASTUTE SOLUTIONS LLC",3,0,0,0,54,5768,CA,FOLSOM,95630
2022,"ASURION LLC",0,0,1,0,52,2162,TN,NASHVILLE,37211
2022,"ASURION LLC",0,0,7,0,52,7174,TN,NASHVILLE,37203
2022,"ASURION LLC",0,0,23,0,52,7174,TN,NASHVILLE,37211
2022,"AT BAY INC",0,0,2,0,52,9687,CA,"MOUNTAIN VIEW",94041
2022,"AT&T SERVICES INC",1,0,102,0,51,2655,TX,RICHARDSON,75082
2022,"ATALIAN US SHARED SERVICES LLC",1,0,0,0,56,7012,NJ,"JERSEY CITY",07310
2022,"ATANTARES CORP",0,0,1,0,32,0240,MA,CAMBRIDGE,02142
2022,"ATARA BIOTHERAPEUTICS INC",0,0,1,0,32,0988,CA,"SOUTH SAN FRANCISCO",94080
2022,"ATAVISTIK BIO INC",0,0,1,0,99,9385,MA,CAMBRIDGE,02139
2022,"ATAYO GROUP INC",1,0,0,0,54,8520,GA,ROSWELL,30075
2022,"ATCO INDUSTRIES INC",1,0,0,0,56,8163,MI,"STERLING HTS",48312
2022,"ATD FOURTH WORLD MOVEMENT INC",1,0,0,0,81,5119,NY,"NEW YORK",10009
2022,"ATEC GROUP",4,0,1,0,54,3114,NY,ALBANY,12205
2022,"ATELIER TEN USA LLC",0,0,1,0,54,4649,NY,"NEW YORK",10001
2022,"ATG TITLE INC",1,0,0,0,54,7797,VA,FAIRFAX,22030
2022,"ATGC INC",0,0,1,0,54,1173,PA,WYNNEWOOD,19096
2022,"ATH NY CM LLC DBA ARTECHOUSE",0,0,1,0,54,6817,NY,"NEW YORK",10011
2022,"ATHELAS INC",0,0,1,0,42,7214,CA,"MOUNTAIN VIEW",94041
2022,"ATHENA TECH INC",1,0,0,0,54,8940,TX,IRVING,75062
2022,"ATHENAHEALTH INC",4,0,13,0,54,7530,MA,WATERTOWN,02472
2022,"ATHENE ANNUITY AND LIFE COMPANY",0,0,5,0,52,5020,IA,"WEST DES MOINES",50266
2022,"ATHENEUM PARTNERS LLC",1,0,0,0,54,7270,NY,"NEW YORK",10018
2022,"ATHREYA INC",0,0,1,0,54,9194,NJ,"NEW BRUNSWICK",08901
2022,"ATI HOLDINGS LLC",0,0,14,0,62,9466,IL,BOLINGBROOK,60440
2022,"ATKINS NORTH AMERICA INC",0,0,9,0,54,6138,FL,TAMPA,33607
2022,"ATKORE INTERNATIONAL INC",0,0,1,0,33,1477,IL,HARVEY,60426
2022,"ATLANTA IMPORTS INC",0,0,1,0,44,0239,GA,SUWANEE,30024
2022,"ATLANTA MUSIC PROJECT INC",0,0,1,0,61,7088,GA,ATLANTA,30310
2022,"ATLANTA TRADING ENGRG CONSULTING",2,0,1,0,54,0865,NJ,PARSIPPANY,07054
2022,"ATLANTIC FOOD WASTE PARTNERS LLC",0,0,1,0,51,2925,NY,"NEW YORK",10003
2022,"ATLANTIC FROZEN FOODS LLC",1,0,0,0,31,8769,FL,"PORT CANAVERAL",32920
2022,"ATLANTIC PROJECTS COMPANY INC",0,0,1,0,54,4016,GA,ATLANTA,30328
2022,"ATLANTIC SAPPHIRE USA LLC",1,0,1,0,11,3655,FL,MIAMI,33131
2022,"ATLANTICUS SERVICES CORPORATION",0,0,2,0,52,5776,GA,ATLANTA,30328
2022,"ATLANTIS IT CONSULTING GROUP LLC",0,0,2,0,54,6384,NY,ALBANY,12205
2022,"ATLANTIS PHYSICAL THERAPY GROUP",0,0,1,0,62,9070,MA,ROXBURY,02119
2022,"ATLANTIX PARTNERS LLC",1,0,0,0,54,0859,FL,"FT LAUDERDALE",33334
2022,"ATLAS AIR INC",0,0,1,0,48,7329,NY,PURCHASE,10577
2022,"ATLAS ENGINEERING GROUP LTD",0,0,1,0,54,0721,IL,NORTHBROOK,60062
2022,"ATLAS FRM LLC",0,0,1,0,55,3695,CT,GREENWICH,06830
2022,"ATLAS SUPPORT INC",0,0,1,0,51,6816,CA,PLEASANTON,94588
2022,"ATLAS WIRELESS AND TELECOM INC",2,0,1,0,54,1109,VA,HERNDON,20170
2022,"ATLASSIAN INC",2,0,39,1,54,7948,CA,"MOUNTAIN VIEW",94041
2022,"ATLAST FOOD CO",0,0,1,0,31,3237,NY,"GREEN ISLAND",12183
2022,"ATLIS MOTOR VEHICLES LLC",0,0,1,0,33,0534,AZ,MESA,85205
2022,"ATLONA INC",1,0,1,0,33,7350,CA,"SAN JOSE",95134
2022,"ATMECS INC",0,0,2,0,54,9828,CA,"SANTA CLARA",95054
2022,"ATMOSPHERE DESIGN GROUP LLC",0,0,1,0,54,3501,NY,VALHALLA,10595
2022,"ATN HOELZEL LP",0,0,1,0,54,3477,TN,CHATTANOOGA,37421
2022,"ATOM TICKETS LLC",0,0,1,0,45,3746,CA,"SANTA MONICA",90404
2022,"ATOMIC DATA LLC",0,0,2,0,54,3671,MN,MINNEAPOLIS,55401
2022,"ATOMWISE INC",0,0,1,0,54,9801,CA,"SAN FRANCISCO",94103
2022,"ATOS IT SOLUTIONS AND SERVICES INC",0,1,2,0,54,5291,TX,IRVING,75063
2022,"ATOS SYNTEL INC",36,3,136,5,54,4670,MI,TROY,48083
2022,"ATR INTERNATIONAL INC",0,0,0,1,54,5781,CA,"SANTA CLARA",95054
2022,"ATRAJ TECHNOLOGIES INC",1,0,0,0,51,7812,CT,"NEW HAVEN",06510
2022,"ATRECA INC",0,0,1,0,54,3255,CA,"SAN CARLOS",94070
2022,"ATRICURE INC",0,0,0,1,33,0305,OH,LOVELAND,45140
2022,"ATRICURE INC",1,0,1,0,33,0305,OH,MASON,45040
2022,"ATRUTEC LLC",1,0,0,0,54,8873,TX,DALLAS,75287
2022,"ATRUZ SOLUTIONS LLC",2,0,0,0,54,0916,CA,"FOOTHILL RANCH",92610
2022,"ATS LEAN SCHEDULING INTL LLC",0,0,1,0,54,1209,FL,BRADENTON,34211
2022,"ATSER LP",0,0,1,0,54,0821,TX,HOUSTON,77060
2022,"ATSP INNOVATIONS, INC.",1,0,0,0,54,9911,TX,HOUSTON,77055
2022,"ATTENTIVE MOBILE INC",1,0,4,0,54,9446,NJ,HOBOKEN,07030
2022,"ATTRA INC",7,0,1,0,54,6727,FL,"LAKE MARY",32746
2022,"ATWELL LLC",0,0,2,0,54,9822,MI,SOUTHFIELD,48076
2022,"ATYETI INC",0,0,7,0,54,6363,NJ,PRINCETON,08540
2022,"ATYPON SYSTEMS LLC",0,0,2,0,51,1198,CA,"SANTA CLARA",95054
2022,"AU MEDICAL ASSOCIATES INC",1,0,0,0,62,5892,GA,AUGUSTA,30912
2022,"AU MEDICAL CENTER INC",1,0,0,0,61,4788,GA,AUGUSTA,30912
2022,"AUBURN UNIVERSITY",2,0,0,0,61,0724,AL,AUBURN,36849
2022,"AUBURN UNIVERSITY",5,0,4,0,61,0724,AL,"AUBURN UNIVERSITY",36849
2022,"AUBURN UNIVERSITY",0,0,0,1,61,0724,AL,MONTGOMERY,36117
2022,"AUCTION COM LLC",0,0,1,0,54,4828,CA,IRVINE,92618
2022,"AUDACIOUS INQUIRY LLC",0,0,3,0,54,1926,MD,CATONSVILLE,21228
2022,"AUDAX LABS LLC",1,0,0,0,54,2688,WA,BOTHELL,98021
2022,"AUDIBLE INC",9,0,17,0,45,7945,NJ,NEWARK,07102
2022,"AUDIBLE INC",1,0,0,0,45,7945,WA,SEATTLE,98121
2022,"AUDIBLE MAGIC CORPORATION",0,0,4,0,54,7328,CA,"LOS GATOS",95032
2022,"AUDIOCODES INC",1,0,0,0,99,8588,NJ,SOMERSET,08873
2022,"AUGUST HOME INC",0,0,2,0,33,9510,CA,"SAN FRANCISCO",94107
2022,"AUGUSTA FIBERGLASS COATINGS INC",0,0,1,0,32,6791,SC,BLACKVILLE,29817
2022,"AUGUSTANA COLLEGE",1,0,0,0,61,6962,IL,"ROCK ISLAND",61201
2022,"AUJAS INFORMATION RISK SERVICES",0,1,1,0,54,8327,NJ,"JERSEY CITY",07311
2022,"AULAKH & CHAHAL INC DBA ANIMAL MED",0,0,1,0,54,2982,CA,"SAN RAFAEL",94903
2022,"AULTMAN HOSPITAL",0,0,1,0,62,4538,OH,CANTON,44710
2022,"AUNALYTICS INC",2,0,0,0,54,9420,IN,"SOUTH BEND",46601
2022,"AURA SPACE TELESCOPE SCIENCE INSTI",1,0,0,0,92,8043,AZ,TUCSON,85719
2022,"AURA SPACE TELESCOPE SCIENCE INSTI",0,0,1,0,92,8043,HI,HILO,96720
2022,"AURA SPACE TELESCOPE SCIENCE INSTI",2,0,0,0,92,8043,MD,BALTIMORE,21218
2022,"AURIA SOLUTIONS USA INC",0,0,1,0,33,9477,MI,SOUTHFIELD,48076
2022,"AURIGO SOFTWARE TECHNOLOGIES INC",1,0,1,0,54,6347,TX,AUSTIN,78759
2022,"AURIS HEALTH INC",4,0,11,1,33,7753,CA,"REDWOOD CITY",94065
2022,"AURIS HEALTH INC",0,0,1,0,33,7753,NJ,"NEW BRUNSWICK",08933
2022,"AUROBINDO PHARMA USA INC",1,0,0,0,42,2874,NJ,"EAST WINDSOR",08520
2022,"AUROLIFE PHARMA LLC",1,0,0,0,32,3768,NJ,DAYTON,08810
2022,"AURORA EAST SCHOOL DISTRICT 131",0,0,3,0,61,4752,IL,AURORA,60505
2022,"AURORA HEALTH CARE INC",0,0,1,0,62,2285,WI,MILWAUKEE,53204
2022,"AURORA INNOVATION INC",1,0,9,1,54,7104,CA,"MOUNTAIN VIEW",94043
2022,"AURORA INNOVATION INC",2,0,13,0,54,7104,PA,PITTSBURGH,15201
2022,"AURORA MEDICAL GROUP INC",3,0,5,0,62,8306,WI,MILWAUKEE,53215
2022,"AUROTECH INC",0,0,1,0,54,5587,MD,"SILVER SPRING",20910
2022,"AURUM DATA SOLUTIONS INC",0,0,1,0,54,0241,CA,FREMONT,94538
2022,"AURUS INC",0,0,1,0,54,1045,MA,NORWOOD,02062
2022,"AUSTARPHARMA LLC",0,0,3,0,54,3899,NJ,EDISON,08837
2022,"AUSTIN COMMERCIAL L P",0,0,1,0,23,0225,TX,DALLAS,75204
2022,"AUSTIN COMMERCIAL L P",1,0,0,0,23,0225,TX,IRVING,75063
2022,"AUSTIN INDEPENDENT SCHOOL DISTRICT",1,0,2,0,61,0064,TX,AUSTIN,78704
2022,"AUSTIN PEAY STATE UNIVERSITY",1,0,3,0,61,6576,TN,CLARKSVILLE,37044
2022,"AUSTRIACO DENTAL ASSOCIATES LLC",0,0,1,0,62,7008,IL,ROCKFORD,61108
2022,"AUTEC INC",1,0,0,0,33,1734,CA,TORRANCE,90503
2022,"AUTEL ROBOTICS USA LLC",0,0,1,0,33,3325,WA,BOTHELL,98021
2022,"AUTEL ROBOTICS USA LLC",0,0,1,0,42,3325,WA,BOTHELL,98021
2022,"AUTHENTIC VENTURES MGMT II L L C",0,0,1,0,52,4684,CA,OAKLAND,94611
2022,"AUTHRIGHT INC",0,0,1,0,54,4783,MA,DEDHAM,02026
2022,"AUTHX CONSULTING LLC DBA AUTHENTIC",0,0,1,0,54,7651,VA,RICHMOND,23224
2022,"AUTO APR LLC",0,0,1,0,54,9612,NC,CHARLOTTE,28217
2022,"AUTO CLUB SERVICES INC",0,0,1,0,52,0446,FL,TAMPA,33634
2022,"AUTO CLUB SERVICES INC",1,0,2,0,52,0446,MI,DEARBORN,48126
2022,"AUTO CLUB SERVICES INC",0,0,1,0,52,0446,NC,CHARLOTTE,28212
2022,"AUTO GALLERY HOLDINGS INC",1,0,0,0,55,0868,GA,BUFORD,30518
2022,"AUTO PILOT MED TECHNOLOGIES INC D/",0,0,0,1,51,6962,ND,FARGO,58102
2022,"AUTOCOLLECT LLC",0,1,0,0,54,0167,OH,MASON,45040
2022,"AUTODESK INC",2,0,44,0,54,9853,CA,"SAN RAFAEL",94903
2022,"AUTOLIV ASP INC",0,0,1,0,54,0053,MI,"AUBURN HILLS",48326
2022,"AUTOMAT SOLUTIONS INC",0,0,1,0,32,4572,CA,FREMONT,94538
2022,"AUTOMATED BUILDING MGMT SYS INC",3,0,0,0,54,0238,NY,"FLORAL PARK",11001
2022,"AUTOMATED DECISION LLC",1,0,0,0,54,4362,PA,LANGHORNE,19047
2022,"AUTOMATED LOGIC CORPORATION",0,0,1,0,54,1038,GA,KENNESAW,30144
2022,"AUTOMATED PET CARE PRODUCTS LLC",0,0,1,0,33,1486,MI,"AUBURN HILLS",48326
2022,"AUTOMATIC FINANCIAL SYSTEMS INC",0,0,1,0,52,4335,PA,EXTON,19341
2022,"AUTOMATION ANYWHERE INC",1,0,11,2,54,4200,CA,"SAN JOSE",95134
2022,"AUTOMATION HOLDINGS LLC",0,0,1,0,52,5859,NY,"NEW YORK",10003
2022,"AUTOMATION TECHNOLOGIES LLC",2,0,0,0,54,5628,NE,MCCOOK,69001
2022,"AUTOMOBILE CLUB OF SOUTHERN CALIFO",1,0,5,0,56,4585,CA,"COSTA MESA",92626
2022,"AUTOMOTIVE ROBOTICS INC",0,0,4,0,54,6620,IL,"EAST PEORIA",61611
2022,"AUTOMOTIVEMASTERMIND INC",0,0,2,0,51,1667,NY,"NEW YORK",10001
2022,"AUTOMOX INC",0,0,2,0,51,5439,CO,BOULDER,80302
2022,"AUTONATION INC DBA AUTONATION CORP",0,0,1,1,44,0167,FL,"FORT LAUDERDALE",33301
2022,"AUTONOMIC LLC",0,0,1,0,54,5707,CA,"PALO ALTO",94304
2022,"AUTONOMOUS STUFF LLC",0,0,1,0,33,7003,IL,MORTON,61550
2022,"AUTONOMY AMERICAS LLC",0,0,0,1,52,0194,NY,"NEW YORK",10017
2022,"AUTOQUOTES FLORIDA INC",0,0,0,1,51,1031,FL,JACKSONVILLE,32256
2022,"AUTORENTALS COM CORPORATION",1,0,0,0,53,0997,NY,"PORT WASHINGTON",11050
2022,"AUTOSYSTEMS AMERICA INC",0,0,1,0,33,8660,MI,PLYMOUTH,48170
2022,"AUTOTEC CORP D/B/A AUTOTEC SOLUTIO",0,0,1,0,54,6171,OH,TOLEDO,43611
2022,"AUTOTECHMATION INC",0,0,1,0,54,4913,MI,"FARMINGTON HILLS",48334
2022,"AUTOX TECHNOLOGIES INC",0,0,2,0,54,0792,CA,"SAN JOSE",95131
2022,"AUTOZONE INC",0,0,1,0,44,1055,TN,MEMPHIS,38103
2022,"AUTOZONE INC",0,0,12,0,44,1055,TN,MEMPHIS,38103
2022,"AUX SYSTEMS INC",1,0,0,0,54,3806,NY,NEWBURGH,12550
2022,"AV ENTERPRISE INC",7,0,4,1,54,0866,GA,CUMMING,30041
2022,"AVA INC",0,0,1,0,32,3293,IL,WILLOWBROOK,60527
2022,"AVA LABS INC",0,0,1,0,54,4398,NY,"NEW YORK",10036
2022,"AVA SOFTWARE INC",0,0,1,0,54,5010,PA,"BLUE BELL",19422
2022,"AVAGO TECHNOLOGIES U S INC",0,0,2,0,33,7670,CA,"SAN JOSE",95131
2022,"AVAIL MEDSYSTEMS INC",0,0,1,0,33,1153,CA,"SANTA CLARA",95054
2022,"AVAILITY LLC",0,0,1,0,54,5944,FL,JACKSONVILLE,32256
2022,"AVALANCHE TECHNOLOGIES LLC",1,0,0,0,54,1991,TX,COPPELL,75019
2022,"AVALANCHE TECHNOLOGIES LLC",2,0,0,0,54,1991,TX,IRVING,75063
2022,"AVALARA INC",0,0,13,0,51,5935,WA,SEATTLE,98104
2022,"AVALERE HEALTH LLC",0,0,1,0,54,0787,DC,WASHINGTON,20005
2022,"AVALIGN TECHNOLOGIES INC",0,0,1,0,33,5355,IL,"DES PLAINES",60018
2022,"AVALON SOFTWARE SERVICES LLC",0,0,1,0,54,4292,TX,AUSTIN,78750
2022,"AVAN IT LLC.",1,0,1,0,54,1500,TX,IRVING,75062
2022,"AVANADE INC",0,0,32,0,54,2865,WA,SEATTLE,98101
2022,"AVANCEON LP",1,0,0,0,54,8613,PA,EXTON,19341
2022,"AVANCER CORPORATION",2,0,1,0,54,7635,NJ,CRANBURY,08512
2022,"AVANGRID SERVICE COMPANY",0,0,2,0,22,6408,CT,ORANGE,06477
2022,"AVANI MARBLE & GRANITE INC",0,0,1,0,32,1285,OH,COLUMBUS,43213
2022,"AVANI SYSTEMS INC",4,0,3,0,54,0821,LA,LAFAYETTE,70508
2022,"AVANI TECHNOLOGY SOLUTIONS INC",0,0,6,0,54,2604,NY,ROCHESTER,14606
2022,"AVANIR PHARMACEUTICALS INC",0,0,1,0,32,4804,CA,"ALISO VIEJO",92656
2022,"AVANSA IT SOLUTIONS LLC",4,0,2,0,54,8167,NJ,CRANBURY,08512
2022,"AVANSYS INC",0,0,1,0,54,6751,MI,TROY,48083
2022,"AVANT LLC",3,0,5,0,52,1612,IL,CHICAGO,60601
2022,"AVANT SYSTEMS INC",1,0,1,0,54,4701,TX,DALLAS,75234
2022,"AVANT-GARDE SOLUTIONS LTD",1,0,1,0,54,4934,MA,FRAMINGHAM,01701
2022,"AVANTIICO INC",0,0,1,0,54,8237,CA,"SAN DIEGO",92101
2022,"AVANZAR INTERIOR TECHNOLOGIES LTD",1,0,0,0,33,8668,TX,"SAN ANTONIO",78264
2022,"AVARA PHARMACEUTICAL TECHNOLOGIES",0,0,1,0,32,3961,OK,NORMAN,73072
2022,"AVASANT LLC",0,0,1,1,54,5813,CA,"EL SEGUNDO",90245
2022,"AVATA INC",0,0,1,0,54,1011,NY,"CROTON ON HUDSON",10520
2022,"AVAYA INC",0,0,3,0,33,3430,NJ,MORRISTOWN,07960
2022,"AVCO CONSULTING INC",3,0,53,4,54,1560,MA,WORCESTER,01608
2022,"AVEDRO INC",1,0,0,0,54,3265,MA,WALTHAM,02451
2022,"AVELLINO LAB USA INC",0,0,2,0,62,0089,CA,"MENLO PARK",94025
2022,"AVENIR ASSOCIATES INC",1,0,3,0,54,3044,NJ,PISCATAWAY,08854
2022,"AVENTIV TECHNOLOGIES LLC",0,0,4,0,51,3095,TX,CARROLLTON,75007
2022,"AVENTURE SYSTEMS LLC",9,1,1,0,54,7078,MI,ADA,49301
2022,"AVENUE CODE LLC",0,0,1,0,51,6608,CA,"SAN FRANCISCO",94108
2022,"AVENUE ONE SERVICES INC",0,0,1,0,53,0464,NY,"NEW YORK",10013
2022,"AVENUES INTERNATIONAL INC",0,0,1,0,54,8743,NJ,"PRINCETON JUNCTION",08550
2022,"AVEPOINT INC",0,0,0,1,54,1709,VA,RICHMOND,23219
2022,"AVERA MCKENNAN",0,0,1,0,62,4743,SD,"SIOUX FALLS",57105
2022,"AVERISOURCE LLC",0,0,3,0,54,9924,TX,DALLAS,75225
2022,"AVERNA TEST SYSTEMS INC",1,0,0,0,54,2609,NC,CHARLOTTE,28217
2022,"AVERON SOLUTIONS INC",2,0,8,1,54,1280,NJ,EDISON,08817
2022,"AVEROSOFT INC",0,0,1,0,54,4004,IL,SCHAUMBURG,60173
2022,"AVERTRA CORP",0,0,1,0,54,0516,VA,HERNDON,20170
2022,"AVERY DENNISON CORPORATION",2,0,7,0,32,2269,CA,GLENDALE,91203
2022,"AVESTA HOMES LLC DBA INVESTRES",0,0,1,0,52,5136,TX,AUSTIN,78731
2022,"AVEVA DRUG DELIVERY SYSTEMS INC",0,0,1,0,32,3022,FL,HOLLYWOOD,33025
2022,"AVEVA INC",1,0,0,0,51,6974,CA,"LAKE FOREST",92630
2022,"AVEVA SOFTWARE LLC",0,0,1,0,51,3795,CA,"LAKE FOREST",92630
2022,"AVEVA SOFTWARE LLC",0,0,2,0,33,3795,CA,"LAKE FOREST",92630
2022,"AVI - SPL LLC",0,0,0,1,23,8935,FL,TAMPA,33634
2022,"AVI TECHNOLOGIES INC",0,0,1,0,54,8298,VA,STERLING,20166
2022,"AVIANA GLOBAL TECHNOLOGIES INC",1,0,1,0,54,8879,CA,"YORBA LINDA",92887
2022,"AVIANAYA LLC DBA JOURNELLE",0,0,1,0,31,1101,NY,BEDFORD,10506
2022,"AVIATRIX SYSTEMS INC",0,0,1,0,54,4327,CA,"SANTA CLARA",95054
2022,"AVICADO CONSTRUCTION TECH SVCS",0,0,1,0,54,3630,FL,MIAMI,33133
2022,"AVID ENGINEERS LLC",0,0,1,0,54,8092,MA,BOSTON,02114
2022,"AVID SYSTEMS LLC",0,0,1,0,99,0233,DC,WASHINGTON,20005
2022,"AVID TECHNOLOGY INC",0,0,2,0,51,7748,MA,BURLINGTON,01803
2022,"AVIDHRT INC",0,1,0,0,54,8482,MI,"EAST LANSING",48823
2022,"AVIDXCHANGE INC",0,0,1,0,33,3588,NC,CHARLOTTE,28206
2022,"AVIDXCHANGE INC",0,0,1,0,51,3588,NC,CHARLOTTE,28206
2022,"AVIDXCHANGE INC",0,0,5,0,54,3588,NC,CHARLOTTE,28206
2022,"AVIDYNE CORPORATION",1,0,0,0,33,3876,FL,MELBOURNE,32934
2022,"AVILA TRADING INC DBA AVILA IT SER",2,0,0,0,54,6336,CA,"UNION CITY",94587
2022,"AVIO CONSULTING LLC",1,0,0,0,54,6345,TX,ADDISON,75001
2022,"AVION NETWORKS INC",0,0,1,0,54,6754,GA,ALPHARETTA,30005
2022,"AVIRA DIGITAL LLC",1,0,1,0,54,8112,NJ,"NORTH BRUNSWICK",08902
2022,"AVIS BUDGET CAR RENTAL LLC",0,0,2,0,53,5741,NJ,PARSIPPANY,07054
2022,"AVISTA TECH INC",0,0,1,0,54,4715,GA,ATLANTA,30305
2022,"AVL CONSULTING SERVICES INC",0,0,1,0,54,4980,TX,DALLAS,75248
2022,"AVNERA CORPORATION",1,0,0,0,33,3178,CA,IRVINE,92617
